"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Deadlift",2012-09-02,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-02,2,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-02,3,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-02,4,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-02,5,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-02,6,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-09,101,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-09-09,102,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-09-09,103,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-09-15,101,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-15,102,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2012-09-15,103,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,104,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,105,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,106,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,107,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,108,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,109,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,110,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,111,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,112,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-15,113,205,,2,,"205 lb || 2 reps","71"
"Barbell Deadlift",2012-09-23,801,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2012-09-23,802,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2012-09-23,803,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2012-09-23,804,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2012-09-23,805,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2012-09-23,806,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2012-10-23,301,155,,5,,"155 lb || 5 reps","75"
"Barbell Deadlift",2012-10-23,302,155,,5,,"155 lb || 5 reps","75"
"Barbell Deadlift",2012-10-23,303,155,,5,,"155 lb || 5 reps","75"
"Barbell Deadlift",2012-10-23,304,155,,5,,"155 lb || 5 reps","75"
"Barbell Deadlift",2012-10-23,305,155,,5,,"155 lb || 5 reps","75"
"Barbell Deadlift",2012-11-05,1,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-11-05,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-11-05,3,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-11-05,4,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2012-11-05,5,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-02-19,1,225,,7,,"225 lb || 7 reps","133"
"Barbell Deadlift",2013-02-19,2,225,,7,,"225 lb || 7 reps","133"
"Barbell Deadlift",2013-02-19,3,225,,7,,"225 lb || 7 reps","133"
"Barbell Deadlift",2013-02-19,4,225,,7,,"225 lb || 7 reps","133"
"Barbell Deadlift",2013-03-16,1,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,2,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,3,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,4,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,5,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,6,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,7,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-16,8,115,,10,,"115 lb || 10 reps","68"
"Barbell Deadlift",2013-03-27,301,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-03-27,302,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-03-27,303,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-04-10,201,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-04-10,202,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-04-10,203,275,,2,,"275 lb || 2 reps","114"
"Barbell Deadlift",2013-04-10,204,295,,1,,"295 lb || 1 reps","106"
"Barbell Deadlift",2013-04-10,205,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-04-17,401,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-04-17,402,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-04-17,403,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-06-12,101,225,,10,,"225 lb || 10 reps","142"
"Barbell Deadlift",2013-06-12,102,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,103,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,104,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,105,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,106,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,107,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,108,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,109,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-12,110,225,,2,,"225 lb || 2 reps","82"
"Barbell Deadlift",2013-06-20,1,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-20,2,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-06-20,3,275,,5,,"275 lb || 5 reps","169"
"Barbell Deadlift",2013-06-20,4,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-06-20,5,365,,1,,"365 lb || 1 reps","170"
"Barbell Deadlift",2013-06-20,6,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-06-20,7,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-06-20,8,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-06-23,101,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-06-23,102,315,,5,,"315 lb || 5 reps","222"
"Barbell Deadlift",2013-06-23,103,315,,3,,"315 lb || 3 reps","178"
"Barbell Deadlift",2013-06-23,104,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-06-23,105,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-06-23,106,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-07-08,101,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-07-08,102,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-07-08,103,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2013-07-08,104,295,,3,,"295 lb || 3 reps","155"
"Barbell Deadlift",2013-07-08,105,325,,5,,"325 lb || 5 reps","237"
"Barbell Deadlift",2013-07-08,106,355,,1,,"355 lb || 1 reps","159"
"Barbell Deadlift",2013-07-15,301,185,,1,,"185 lb || 1 reps","50"
"Barbell Deadlift",2013-07-15,302,185,,1,,"185 lb || 1 reps","50"
"Barbell Deadlift",2013-07-15,303,225,,2,,"225 lb || 2 reps","82"
"Barbell Deadlift",2013-07-15,304,225,,1,,"225 lb || 1 reps","66"
"Barbell Deadlift",2013-07-15,305,275,,1,,"275 lb || 1 reps","93"
"Barbell Deadlift",2013-07-15,306,275,,1,,"275 lb || 1 reps","93"
"Barbell Deadlift",2013-07-15,307,325,,1,,"325 lb || 1 reps","130"
"Barbell Deadlift",2013-07-15,308,325,,1,,"325 lb || 1 reps","130"
"Barbell Deadlift",2013-07-15,309,355,,3,,"355 lb || 3 reps","233"
"Barbell Deadlift",2013-08-05,301,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-08-05,302,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-08-05,303,275,,1,,"275 lb || 1 reps","93"
"Barbell Deadlift",2013-08-05,304,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-08-05,305,345,,1,,"345 lb || 1 reps","148"
"Barbell Deadlift",2013-08-13,101,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-08-13,102,235,,5,,"235 lb || 5 reps","129"
"Barbell Deadlift",2013-08-13,103,285,,3,,"285 lb || 3 reps","145"
"Barbell Deadlift",2013-08-13,104,315,,3,,"315 lb || 3 reps","178"
"Barbell Deadlift",2013-08-20,301,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2013-08-20,302,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-08-20,303,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-08-20,304,255,,3,,"255 lb || 3 reps","119"
"Barbell Deadlift",2013-08-20,305,295,,3,,"295 lb || 3 reps","155"
"Barbell Deadlift",2013-08-20,306,315,,5,,"315 lb || 5 reps","222"
"Barbell Deadlift",2013-08-24,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-08-24,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-08-24,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-08-24,4,245,,3,,"245 lb || 3 reps","111"
"Barbell Deadlift",2013-08-24,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2013-08-24,6,295,,3,,"295 lb || 3 reps","155"
"Barbell Deadlift",2013-08-24,7,295,,3,,"295 lb || 3 reps","155"
"Barbell Deadlift",2013-08-24,8,295,,3,,"295 lb || 3 reps","155"
"Barbell Deadlift",2013-08-24,9,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-08-24,10,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-08-24,11,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-08-24,12,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-08-30,1,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-08-30,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-08-30,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-08-30,4,255,,3,,"255 lb || 3 reps","119"
"Barbell Deadlift",2013-08-30,5,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2013-08-30,6,325,,3,,"325 lb || 3 reps","190"
"Barbell Deadlift",2013-08-30,7,345,,1,,"345 lb || 1 reps","148"
"Barbell Deadlift",2013-08-30,8,345,,1,,"345 lb || 1 reps","148"
"Barbell Deadlift",2013-08-30,9,345,,1,,"345 lb || 1 reps","148"
"Barbell Deadlift",2013-08-30,10,305,,3,,"305 lb || 3 reps","166"
"Barbell Deadlift",2013-08-30,11,305,,3,,"305 lb || 3 reps","166"
"Barbell Deadlift",2013-09-03,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-09-03,2,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-09-03,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-09-03,4,275,,5,,"275 lb || 5 reps","169"
"Barbell Deadlift",2013-09-03,5,275,,5,,"275 lb || 5 reps","169"
"Barbell Deadlift",2013-09-03,6,275,,5,,"275 lb || 5 reps","169"
"Barbell Deadlift",2013-09-09,101,185,,2,,"185 lb || 2 reps","62"
"Barbell Deadlift",2013-09-09,102,185,,2,,"185 lb || 2 reps","62"
"Barbell Deadlift",2013-09-09,103,225,,2,,"225 lb || 2 reps","82"
"Barbell Deadlift",2013-09-09,104,225,,2,,"225 lb || 2 reps","82"
"Barbell Deadlift",2013-09-09,105,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2013-09-09,106,275,,1,,"275 lb || 1 reps","93"
"Barbell Deadlift",2013-09-09,107,325,,1,,"325 lb || 1 reps","130"
"Barbell Deadlift",2013-09-09,108,325,,1,,"325 lb || 1 reps","130"
"Barbell Deadlift",2013-09-09,109,345,,4,,"345 lb || 4 reps","248"
"Barbell Deadlift",2013-09-21,101,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-09-21,102,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-09-21,103,275,,2,,"275 lb || 2 reps","114"
"Barbell Deadlift",2013-09-21,104,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-09-21,105,345,,1,,"345 lb || 1 reps","148"
"Barbell Deadlift",2013-09-21,106,365,,1,,"365 lb || 1 reps","170"
"Barbell Deadlift",2013-09-21,107,385,,1,,"385 lb || 1 reps","195"
"Barbell Deadlift",2013-09-28,201,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2013-09-28,202,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2013-09-28,203,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-09-28,204,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-09-28,205,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-09-28,206,315,,2,,"315 lb || 2 reps","150"
"Barbell Deadlift",2013-09-28,207,275,,2,,"275 lb || 2 reps","114"
"Barbell Deadlift",2013-09-28,208,335,,1,,"335 lb || 1 reps","139"
"Barbell Deadlift",2013-09-28,209,365,,1,,"365 lb || 1 reps","170"
"Barbell Deadlift",2013-09-28,210,385,,1,,"385 lb || 1 reps","195"
"Barbell Deadlift",2013-11-19,17,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-11-19,18,205,,3,,"205 lb || 3 reps","85"
"Barbell Deadlift",2013-11-19,19,255,,3,,"255 lb || 3 reps","119"
"Barbell Deadlift",2013-11-19,20,305,,3,,"305 lb || 3 reps","166"
"Barbell Deadlift",2013-11-19,21,335,,5,,"335 lb || 5 reps","254"
"Barbell Deadlift",2013-11-19,22,355,,5,,"355 lb || 5 reps","290"
"Barbell Deadlift",2013-11-19,23,385,,3,,"385 lb || 3 reps","285"
"Barbell Deadlift",2013-11-19,24,405,,1,,"405 lb || 1 reps","223"
"Barbell Deadlift",2013-11-19,25,405,,1,,"405 lb || 1 reps","223"
"Barbell Deadlift",2013-11-24,45,225,,3,,"225 lb || 3 reps","97"
"Barbell Deadlift",2013-11-24,46,275,,3,,"275 lb || 3 reps","136"
"Barbell Deadlift",2013-11-24,47,315,,5,,"315 lb || 5 reps","222"
"Barbell Deadlift",2013-11-24,48,315,,5,,"315 lb || 5 reps","222"
"Barbell Deadlift",2013-11-24,49,315,,5,,"315 lb || 5 reps","222"
"Barbell Deadlift",2013-12-18,23,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2013-12-18,24,185,,5,,"185 lb || 5 reps","92"
"Barbell Deadlift",2013-12-18,25,235,,3,,"235 lb || 3 reps","104"
"Barbell Deadlift",2013-12-18,26,295,,3,,"295 lb || 3 reps","155"
"Barbell Deadlift",2013-12-18,27,315,,1,,"315 lb || 1 reps","121"
"Barbell Deadlift",2013-12-18,28,335,,1,,"335 lb || 1 reps","139"
"Barbell Deadlift",2013-12-18,29,355,,1,,"355 lb || 1 reps","159"
"Barbell Deadlift",2013-12-29,17,135,,5,,"135 lb || 5 reps","66"
"Barbell Deadlift",2013-12-29,18,225,,5,,"225 lb || 5 reps","121"
"Barbell Deadlift",2013-12-29,19,185,,3,,"185 lb || 3 reps","74"
"Barbell Deadlift",2013-12-29,20,245,,3,,"245 lb || 3 reps","111"
"Barbell Deadlift",2013-12-29,21,335,,3,,"335 lb || 3 reps","203"
"Barbell Deadlift",2013-12-29,22,335,,1,,"335 lb || 1 reps","139"
"Barbell Deadlift",2013-12-29,23,245,,1,,"245 lb || 1 reps","76"
"Barbell Deadlift",2013-12-29,24,275,,2,,"275 lb || 2 reps","114"
"Barbell Deadlift",2013-12-29,25,385,,1,,"385 lb || 1 reps","195"
"Barbell Deadlift",2013-12-29,26,405,,1,,"405 lb || 1 reps","223"
"Barbell Deadlift",2013-12-29,27,420,,1,,"420 lb || 1 reps","246"

"Activity","Date (YYYYMMDD)","Set",,"unit",,"unit","Combined","Points"
"Barbell Squat",2012-09-04,201,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-09-04,202,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-09-04,203,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-09-04,204,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-09-04,205,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-09-04,206,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-04,207,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-04,208,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-04,209,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-06,201,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-09-06,202,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-06,203,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-06,204,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-06,205,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-06,206,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-09,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-09-09,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-09,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-09-09,4,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-09-09,5,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-09-09,6,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-09-28,1,135,,21,,"135 lb || 21 reps","87"
"Barbell Squat",2012-09-28,2,135,,16,,"135 lb || 16 reps","83"
"Barbell Squat",2012-09-28,3,135,,9,,"135 lb || 9 reps","76"
"Barbell Squat",2012-09-28,4,145,,3,,"145 lb || 3 reps","56"
"Barbell Squat",2012-09-28,5,145,,3,,"145 lb || 3 reps","56"
"Barbell Squat",2012-09-28,6,175,,3,,"175 lb || 3 reps","69"
"Barbell Squat",2012-09-28,7,175,,3,,"175 lb || 3 reps","69"
"Barbell Squat",2012-09-28,8,195,,3,,"195 lb || 3 reps","79"
"Barbell Squat",2012-09-28,9,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-28,10,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-28,11,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-28,12,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-09-28,13,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-10-04,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-04,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-04,3,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-04,4,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-08,601,195,,8,,"195 lb || 8 reps","112"
"Barbell Squat",2012-10-08,602,195,,8,,"195 lb || 8 reps","112"
"Barbell Squat",2012-10-08,603,195,,8,,"195 lb || 8 reps","112"
"Barbell Squat",2012-10-08,604,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-08,605,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-09,1001,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-09,1002,185,,10,,"185 lb || 10 reps","109"
"Barbell Squat",2012-10-09,1003,175,,10,,"175 lb || 10 reps","101"
"Barbell Squat",2012-10-09,1004,175,,10,,"175 lb || 10 reps","101"
"Barbell Squat",2012-10-09,1005,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-10-09,1006,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-10-09,1007,175,,5,,"175 lb || 5 reps","86"
"Barbell Squat",2012-10-18,201,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-18,202,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-18,203,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-18,204,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-18,205,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-22,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-22,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-10-22,3,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-22,4,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-22,5,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-22,6,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-22,7,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-23,601,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-23,602,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-10-23,603,225,,1,,"225 lb || 1 reps","66"
"Barbell Squat",2012-10-23,604,235,,1,,"235 lb || 1 reps","71"
"Barbell Squat",2012-10-23,605,245,,1,,"245 lb || 1 reps","76"
"Barbell Squat",2012-10-23,606,255,,1,,"255 lb || 1 reps","81"
"Barbell Squat",2012-10-23,607,265,,1,,"265 lb || 1 reps","86"
"Barbell Squat",2012-10-23,608,275,,1,,"275 lb || 1 reps","93"
"Barbell Squat",2012-10-27,301,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-27,302,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-27,303,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-27,304,225,,2,,"225 lb || 2 reps","82"
"Barbell Squat",2012-10-29,1301,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1302,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1303,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1304,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1305,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1306,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1307,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1308,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1309,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-29,1310,205,,3,,"205 lb || 3 reps","85"
"Barbell Squat",2012-10-31,1301,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-10-31,1302,205,,5,,"205 lb || 5 reps","105"
"Barbell Squat",2012-10-31,1303,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-10-31,1304,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-10-31,1305,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-10-31,1306,225,,5,,"225 lb || 5 reps","121"
"Barbell Squat",2012-11-03,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-11-03,2,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-11-03,3,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2012-11-03,4,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,5,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,6,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,7,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,8,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,9,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,10,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-03,11,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-05,401,135,,2,,"135 lb || 2 reps","44"
"Barbell Squat",2012-11-05,402,135,,2,,"135 lb || 2 reps","44"
"Barbell Squat",2012-11-05,403,135,,2,,"135 lb || 2 reps","44"
"Barbell Squat",2012-11-06,201,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-11-06,202,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2012-11-06,203,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2012-11-06,204,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2012-11-06,205,225,,3,,"225 lb || 3 reps","97"
"Barbell Squat",2012-11-06,206,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-06,207,240,,3,,"240 lb || 3 reps","107"
"Barbell Squat",2012-11-08,501,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2012-11-08,502,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2012-11-08,503,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2012-11-08,504,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2012-11-10,1,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2012-11-10,2,135,,3,,"135 lb || 3 reps","53"
"Barbell Squat",2012-11-10,3,165,,3,,"165 lb || 3 reps","64"
"Barbell Squat",2012-11-10,4,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-10,5,205,,2,,"205 lb || 2 reps","71"
"Barbell Squat",2012-11-10,6,225,,1,,"225 lb || 1 reps","66"
"Barbell Squat",2012-11-10,7,245,,1,,"245 lb || 1 reps","76"
"Barbell Squat",2012-11-10,8,255,,1,,"255 lb || 1 reps","81"
"Barbell Squat",2012-11-10,9,285,,1,,"285 lb || 1 reps","99"
"Barbell Squat",2012-11-28,1,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2012-11-28,2,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2012-11-28,3,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2012-11-28,4,185,,3,,"185 lb || 3 reps","74"
"Barbell Squat",2012-11-28,5,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,6,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,7,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,8,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,9,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,10,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,11,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,12,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,13,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,14,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-28,15,185,,2,,"185 lb || 2 reps","62"
"Barbell Squat",2012-11-29,301,165,,5,,"165 lb || 5 reps","80"
"Barbell Squat",2012-11-29,302,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-11-29,303,185,,5,,"185 lb || 5 reps","92"
"Barbell Squat",2012-12-07,1,135,,5,,"135 lb || 5 reps","66"
"Barbell Squat",2012-12-07,2,165,,5,,"165 lb || 5 reps","80"
